Fecha_e,2023
01-January,42
02-January,109
03-January,91
04-January,105
05-January,93
06-January,82
07-January,78
08-January,107
09-January,117
10-January,142
11-January,106
12-January,122
13-January,104
14-January,69
15-January,113
16-January,140
17-January,97
18-January,110
19-January,133
20-January,121
21-January,97
22-January,104
23-January,98
24-January,100
25-January,120
26-January,113
27-January,110
28-January,92
29-January,100
30-January,144
31-January,127
01-February,125
02-February,130
03-February,85
04-February,91
05-February,107
06-February,120
07-February,114
08-February,91
09-February,128
10-February,97
11-February,90
12-February,88
13-February,96
14-February,95
15-February,104
16-February,110
17-February,122
18-February,106
19-February,105
20-February,121
21-February,117
22-February,109
23-February,101
24-February,118
25-February,90
26-February,111
27-February,112
28-February,119
29-February,
01-March,119
02-March,129
03-March,128
04-March,99
05-March,110
06-March,147
07-March,124
08-March,109
09-March,127
10-March,119
11-March,91
12-March,97
13-March,110
14-March,142
15-March,111
16-March,122
17-March,93
18-March,103
19-March,88
20-March,87
21-March,158
22-March,103
23-March,120
24-March,124
25-March,88
26-March,76
27-March,132
28-March,131
29-March,178
30-March,133
31-March,98
01-April,79
02-April,114
03-April,104
04-April,109
05-April,141
06-April,117
07-April,84
08-April,114
09-April,93
10-April,124
11-April,124
12-April,107
13-April,102
14-April,119
15-April,94
16-April,100
17-April,120
18-April,132
19-April,121
20-April,114
21-April,107
22-April,88
23-April,76
24-April,106
25-April,126
26-April,94
27-April,135
28-April,107
29-April,74
30-April,82
01-May,73
02-May,98
03-May,107
04-May,135
05-May,131
06-May,108
07-May,104
08-May,144
09-May,115
10-May,159
11-May,102
12-May,117
13-May,79
14-May,106
15-May,101
16-May,133
17-May,87
18-May,100
19-May,109
20-May,95
21-May,82
22-May,112
23-May,99
24-May,99
25-May,117
26-May,102
27-May,71
28-May,101
29-May,111
30-May,94
31-May,119
01-June,111
02-June,106
03-June,95
04-June,117
05-June,116
06-June,120
07-June,89
08-June,96
09-June,93
10-June,106
11-June,95
12-June,108
13-June,109
14-June,131
15-June,125
16-June,124
17-June,81
18-June,90
19-June,107
20-June,121
21-June,97
22-June,104
23-June,129
24-June,75
25-June,74
26-June,109
27-June,105
28-June,146
29-June,137
30-June,112
01-July,99
02-July,78
03-July,91
04-July,94
05-July,76
06-July,95
07-July,87
08-July,73
09-July,63
10-July,104
11-July,64
12-July,114
13-July,74
14-July,75
15-July,61
16-July,82
17-July,74
18-July,73
19-July,81
20-July,78
21-July,72
22-July,59
23-July,72
24-July,76
25-July,100
26-July,90
27-July,79
28-July,75
29-July,45
30-July,67
31-July,82
01-August,95
02-August,89
03-August,77
04-August,80
05-August,64
06-August,62
07-August,90
08-August,86
09-August,97
10-August,75
11-August,73
12-August,68
13-August,71
14-August,62
15-August,77
16-August,84
17-August,75
18-August,97
19-August,45
20-August,69
21-August,73
22-August,71
23-August,77
24-August,99
25-August,87
26-August,54
27-August,63
28-August,105
29-August,100
30-August,100
31-August,94
01-September,100
02-September,67
03-September,64
04-September,105
05-September,118
06-September,106
07-September,125
08-September,117
09-September,70
10-September,90
11-September,129
12-September,115
13-September,118
14-September,111
15-September,95
16-September,93
17-September,101
18-September,101
19-September,105
20-September,102
21-September,114
22-September,114
23-September,84
24-September,94
25-September,115
26-September,117
27-September,121
28-September,132
29-September,101
30-September,99
01-October,92
02-October,138
03-October,146
04-October,118
05-October,136
06-October,150
07-October,83
08-October,116
09-October,140
10-October,122
11-October,135
12-October,147
13-October,110
14-October,67
15-October,104
16-October,148
17-October,144
18-October,112
19-October,72
20-October,129
21-October,121
22-October,139
23-October,102
24-October,99
25-October,126
26-October,106
27-October,136
28-October,97
29-October,104
30-October,168
31-October,154
01-November,128
02-November,87
03-November,105
04-November,85
05-November,105
06-November,141
07-November,118
08-November,145
09-November,109
10-November,110
11-November,116
12-November,91
13-November,122
14-November,105
15-November,138
16-November,129
17-November,117
18-November,90
19-November,99
20-November,126
21-November,139
22-November,106
23-November,131
24-November,84
25-November,92
26-November,108
27-November,120
28-November,136
29-November,97
30-November,129
01-December,114
02-December,107
03-December,123
04-December,125
05-December,98
06-December,138
07-December,96
08-December,105
09-December,102
10-December,109
11-December,102
12-December,93
13-December,81
14-December,96
15-December,120
16-December,105
17-December,112
18-December,105
19-December,105
20-December,95
21-December,84
22-December,96
23-December,76
24-December,63
25-December,51
26-December,86
27-December,68
28-December,87
29-December,74
30-December,91
31-December,81
