Fecha_e,2018
01-January,74
02-January,112
03-January,128
04-January,153
05-January,112
06-January,92
07-January,86
08-January,117
09-January,106
10-January,118
11-January,148
12-January,144
13-January,121
14-January,106
15-January,133
16-January,156
17-January,136
18-January,153
19-January,139
20-January,117
21-January,109
22-January,131
23-January,136
24-January,117
25-January,125
26-January,128
27-January,117
28-January,114
29-January,155
30-January,128
31-January,141
01-February,132
02-February,130
03-February,98
04-February,109
05-February,109
06-February,112
07-February,122
08-February,142
09-February,136
10-February,112
11-February,128
12-February,142
13-February,111
14-February,123
15-February,141
16-February,123
17-February,108
18-February,118
19-February,134
20-February,114
21-February,135
22-February,119
23-February,113
24-February,117
25-February,118
26-February,155
27-February,112
28-February,110
01-March,106
02-March,101
03-March,112
04-March,119
05-March,131
06-March,126
07-March,141
08-March,94
09-March,109
10-March,114
11-March,130
12-March,129
13-March,134
14-March,123
15-March,124
16-March,128
17-March,91
18-March,127
19-March,103
20-March,135
21-March,127
22-March,146
23-March,107
24-March,91
25-March,103
26-March,125
27-March,116
28-March,100
29-March,87
30-March,81
31-March,80
01-April,91
02-April,114
03-April,136
04-April,153
05-April,152
06-April,123
07-April,130
08-April,113
09-April,143
10-April,123
11-April,139
12-April,129
13-April,104
14-April,115
15-April,116
16-April,116
17-April,125
18-April,142
19-April,137
20-April,117
21-April,112
22-April,105
23-April,167
24-April,135
25-April,145
26-April,125
27-April,83
28-April,98
29-April,75
30-April,83
01-May,94
02-May,102
03-May,139
04-May,107
05-May,115
06-May,130
07-May,135
08-May,117
09-May,108
10-May,151
11-May,120
12-May,99
13-May,122
14-May,113
15-May,109
16-May,127
17-May,138
18-May,115
19-May,106
20-May,122
21-May,125
22-May,164
23-May,117
24-May,119
25-May,81
26-May,114
27-May,116
28-May,117
29-May,145
30-May,115
31-May,169
01-June,108
02-June,80
03-June,117
04-June,152
05-June,130
06-June,108
07-June,120
08-June,94
09-June,82
10-June,109
11-June,149
12-June,133
13-June,132
14-June,142
15-June,111
16-June,93
17-June,78
18-June,132
19-June,126
20-June,157
21-June,129
22-June,91
23-June,76
24-June,67
25-June,114
26-June,111
27-June,126
28-June,130
29-June,123
30-June,77
01-July,70
02-July,124
03-July,100
04-July,116
05-July,109
06-July,77
07-July,56
08-July,56
09-July,120
10-July,90
11-July,107
12-July,112
13-July,106
14-July,63
15-July,52
16-July,105
17-July,97
18-July,83
19-July,93
20-July,81
21-July,65
22-July,59
23-July,122
24-July,82
25-July,80
26-July,91
27-July,84
28-July,74
29-July,73
30-July,96
31-July,87
01-August,96
02-August,103
03-August,81
04-August,56
05-August,71
06-August,111
07-August,78
08-August,77
09-August,113
10-August,86
11-August,58
12-August,42
13-August,78
14-August,84
15-August,74
16-August,65
17-August,70
18-August,45
19-August,57
20-August,78
21-August,82
22-August,94
23-August,87
24-August,72
25-August,48
26-August,68
27-August,93
28-August,66
29-August,80
30-August,104
31-August,99
01-September,57
02-September,80
03-September,119
04-September,119
05-September,141
06-September,124
07-September,118
08-September,90
09-September,97
10-September,140
11-September,123
12-September,123
13-September,148
14-September,102
15-September,69
16-September,81
17-September,128
18-September,144
19-September,121
20-September,152
21-September,142
22-September,136
23-September,97
24-September,123
25-September,130
26-September,147
27-September,120
28-September,107
29-September,74
30-September,103
01-October,158
02-October,127
03-October,176
04-October,143
05-October,163
06-October,119
07-October,111
08-October,150
09-October,118
10-October,112
11-October,115
12-October,103
13-October,88
14-October,83
15-October,126
16-October,146
17-October,161
18-October,111
19-October,79
20-October,101
21-October,123
22-October,162
23-October,139
24-October,146
25-October,127
26-October,119
27-October,108
28-October,127
29-October,141
30-October,119
31-October,90
01-November,117
02-November,107
03-November,94
04-November,102
05-November,118
06-November,121
07-November,110
08-November,116
09-November,87
10-November,100
11-November,107
12-November,128
13-November,120
14-November,131
15-November,124
16-November,117
17-November,136
18-November,122
19-November,131
20-November,115
21-November,141
22-November,165
23-November,107
24-November,120
25-November,129
26-November,126
27-November,147
28-November,132
29-November,119
30-November,118
01-December,110
02-December,134
03-December,118
04-December,144
05-December,140
06-December,129
07-December,92
08-December,119
09-December,116
10-December,150
11-December,146
12-December,141
13-December,111
14-December,123
15-December,125
16-December,126
17-December,131
18-December,102
19-December,123
20-December,128
21-December,108
22-December,106
23-December,88
24-December,72
25-December,69
26-December,95
27-December,102
28-December,96
29-December,90
30-December,103
31-December,77
