Fecha_e,2022
01-January,47
02-January,91
03-January,86
04-January,115
05-January,103
06-January,66
07-January,75
08-January,97
09-January,116
10-January,99
11-January,94
12-January,82
13-January,104
14-January,96
15-January,84
16-January,86
17-January,101
18-January,72
19-January,97
20-January,104
21-January,133
22-January,106
23-January,107
24-January,113
25-January,72
26-January,115
27-January,136
28-January,117
29-January,82
30-January,82
31-January,139
01-February,109
02-February,89
03-February,114
04-February,128
05-February,107
06-February,100
07-February,139
08-February,104
09-February,123
10-February,99
11-February,91
12-February,101
13-February,85
14-February,121
15-February,97
16-February,115
17-February,111
18-February,116
19-February,114
20-February,105
21-February,123
22-February,86
23-February,113
24-February,129
25-February,105
26-February,94
27-February,92
28-February,119
29-February,
01-March,93
02-March,103
03-March,140
04-March,111
05-March,107
06-March,109
07-March,153
08-March,114
09-March,122
10-March,110
11-March,93
12-March,95
13-March,94
14-March,95
15-March,92
16-March,119
17-March,92
18-March,109
19-March,113
20-March,111
21-March,113
22-March,99
23-March,114
24-March,123
25-March,86
26-March,86
27-March,90
28-March,140
29-March,146
30-March,114
31-March,131
01-April,109
02-April,96
03-April,109
04-April,120
05-April,105
06-April,130
07-April,118
08-April,111
09-April,104
10-April,132
11-April,123
12-April,73
13-April,90
14-April,96
15-April,111
16-April,81
17-April,85
18-April,104
19-April,135
20-April,108
21-April,122
22-April,103
23-April,110
24-April,108
25-April,132
26-April,126
27-April,123
28-April,125
29-April,97
30-April,100
01-May,115
02-May,130
03-May,157
04-May,123
05-May,151
06-May,119
07-May,101
08-May,108
09-May,130
10-May,108
11-May,133
12-May,135
13-May,130
14-May,122
15-May,119
16-May,112
17-May,108
18-May,119
19-May,120
20-May,138
21-May,112
22-May,92
23-May,160
24-May,141
25-May,124
26-May,150
27-May,122
28-May,75
29-May,89
30-May,135
31-May,117
01-June,139
02-June,140
03-June,132
04-June,92
05-June,74
06-June,136
07-June,137
08-June,129
09-June,149
10-June,133
11-June,99
12-June,92
13-June,120
14-June,130
15-June,142
16-June,147
17-June,127
18-June,91
19-June,75
20-June,122
21-June,106
22-June,124
23-June,100
24-June,80
25-June,84
26-June,104
27-June,147
28-June,134
29-June,95
30-June,68
01-July,102
02-July,81
03-July,82
04-July,122
05-July,135
06-July,109
07-July,119
08-July,98
09-July,72
10-July,49
11-July,97
12-July,83
13-July,85
14-July,103
15-July,88
16-July,70
17-July,76
18-July,89
19-July,96
20-July,82
21-July,94
22-July,74
23-July,61
24-July,63
25-July,75
26-July,84
27-July,106
28-July,97
29-July,105
30-July,63
31-July,77
01-August,82
02-August,85
03-August,99
04-August,99
05-August,78
06-August,61
07-August,54
08-August,62
09-August,106
10-August,89
11-August,110
12-August,66
13-August,64
14-August,58
15-August,51
16-August,88
17-August,73
18-August,98
19-August,90
20-August,63
21-August,54
22-August,81
23-August,73
24-August,83
25-August,97
26-August,88
27-August,73
28-August,67
29-August,96
30-August,107
31-August,98
01-September,94
02-September,84
03-September,63
04-September,56
05-September,126
06-September,126
07-September,109
08-September,125
09-September,103
10-September,93
11-September,77
12-September,120
13-September,92
14-September,137
15-September,131
16-September,120
17-September,72
18-September,68
19-September,129
20-September,124
21-September,117
22-September,112
23-September,116
24-September,80
25-September,77
26-September,127
27-September,182
28-September,136
29-September,120
30-September,112
01-October,96
02-October,90
03-October,147
04-October,156
05-October,142
06-October,111
07-October,117
08-October,72
09-October,103
10-October,149
11-October,144
12-October,134
13-October,144
14-October,98
15-October,93
16-October,88
17-October,107
18-October,130
19-October,120
20-October,137
21-October,136
22-October,101
23-October,95
24-October,123
25-October,117
26-October,136
27-October,155
28-October,119
29-October,91
30-October,105
31-October,103
01-November,96
02-November,121
03-November,121
04-November,118
05-November,114
06-November,145
07-November,138
08-November,153
09-November,104
10-November,163
11-November,143
12-November,92
13-November,92
14-November,135
15-November,159
16-November,117
17-November,127
18-November,114
19-November,96
20-November,87
21-November,138
22-November,129
23-November,141
24-November,144
25-November,140
26-November,86
27-November,116
28-November,161
29-November,140
30-November,139
01-December,144
02-December,138
03-December,97
04-December,115
05-December,132
06-December,122
07-December,153
08-December,103
09-December,96
10-December,95
11-December,104
12-December,126
13-December,89
14-December,120
15-December,121
16-December,129
17-December,100
18-December,133
19-December,108
20-December,102
21-December,120
22-December,90
23-December,104
24-December,65
25-December,65
26-December,72
27-December,106
28-December,77
29-December,81
30-December,95
31-December,69
